applied,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@1,ndcg@10,ndcg@3,ndcg@5,pass_to_pass,precision@1,precision@10,precision@3,precision@5,recall@1,recall@10,recall@3,recall@5,tests_passed,token_usage,ttft_s
False,0,rag_bm25,astropy__astropy-12907,0.7556674170009501,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,astropy__astropy-14182,0.6707487500007119,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_bm25,astropy__astropy-14365,0.6965043330001208,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,False,0.0,
False,0,rag_bm25,astropy__astropy-14995,0.7030706250006915,1.0,1.0,0.8503449055347546,0.6131471927654584,0.8503449055347546,0,1.0,0.2,0.3333333333333333,0.4,1.0,1.0,0.5,1.0,False,0.0,
False,0,rag_bm25,astropy__astropy-6938,0.6910849579999194,1.0,1.0,0.46927872602275644,0.46927872602275644,0.46927872602275644,0,1.0,0.1,0.3333333333333333,0.2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.0,
False,0,agentic_bm25,astropy__astropy-12907,55.7197759160008,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,False,18858.0,14.760199457999988
False,0,agentic_bm25,astropy__astropy-14182,60.913503292000314,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,False,24823.0,6.66118245799953
False,0,agentic_bm25,astropy__astropy-14365,266.34440733299925,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,False,56649.0,8.149180458000046
False,0,agentic_bm25,astropy__astropy-14995,88.68822245800038,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,False,21567.0,13.837050250000175
False,0,agentic_bm25,astropy__astropy-6938,193.6944537499985,1.0,1.0,0.7039180890341347,0.7039180890341347,0.7039180890341347,0,1.0,0.2,0.6666666666666666,0.4,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,37354.0,5.967770584000391
False,0,react_agent,astropy__astropy-12907,46.701491207999425,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,13025.0,5.254363333999208
False,0,react_agent,astropy__astropy-14182,85.62015812500067,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2857142857142857,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,False,22656.0,4.894678374999785
False,0,react_agent,astropy__astropy-14365,93.6735607089995,1.0,1.0,1.0,1.0,1.0,0,1.0,0.2,0.6666666666666666,0.4,1.0,1.0,1.0,1.0,False,26894.0,5.655618249998952
False,0,react_agent,astropy__astropy-14995,50.75279341699934,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,21082.0,13.55365329199958
False,0,react_agent,astropy__astropy-6938,107.87310754200007,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16294.0,4.417790458001036
