applied,f1@10,f1@20,f1@5,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@10,ndcg@20,ndcg@5,pass_to_pass,precision@10,precision@20,precision@5,recall@10,recall@20,recall@5,success@10,success@20,success@5,tests_passed,token_usage,ttft_s
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_hybrid,astropy__astropy-12907,1.2260178519645706,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_hybrid,django__django-10914,1.8083685640012845,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_hybrid,django__django-11422,1.8213798999786377,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.0,0,rag_hybrid,django__django-11910,1.8395633969921619,0.16666666666666666,0.3562071871080222,0.3562071871080222,0.0,0,0.1,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_hybrid,django__django-12497,1.8874840709613636,0.2,0.38685280723454163,0.38685280723454163,0.38685280723454163,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_hybrid,django__django-13033,1.9262566199759021,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.0,0,rag_hybrid,django__django-13551,1.9207014730200171,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.0,0,0.1,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_hybrid,django__django-14017,1.9325390590820462,0.3333333333333333,0.5,0.5,0.5,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_hybrid,django__django-14730,1.9368423880077899,0.2,0.38685280723454163,0.38685280723454163,0.38685280723454163,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_hybrid,django__django-15252,2.0278629360254854,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.09523809523809523,0.0,0,rag_hybrid,django__django-15814,1.983130516950041,0.09090909090909091,0.0,0.27894294565112987,0.0,0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_hybrid,django__django-16379,1.9850375439273193,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.09523809523809523,0.0,0,rag_hybrid,matplotlib__matplotlib-18869,0.9122050100704655,0.09090909090909091,0.0,0.27894294565112987,0.0,0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_hybrid,matplotlib__matplotlib-24149,0.9192030380945653,0.2,0.38685280723454163,0.38685280723454163,0.38685280723454163,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_hybrid,mwaskom__seaborn-2848,0.20396309799980372,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
