applied,f1@10,f1@20,f1@5,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@10,ndcg@20,ndcg@5,pass_to_pass,precision@10,precision@20,precision@5,recall@10,recall@20,recall@5,success@10,success@20,success@5,tests_passed,token_usage,ttft_s
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,astropy__astropy-12907,0.8481334339594468,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,django__django-10914,1.2913798139197752,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,django__django-11422,1.328956248005852,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,django__django-11910,1.3446232869755477,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,django__django-12497,1.3495404000859708,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,django__django-13033,1.3578700319631025,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,django__django-13551,1.364032950019464,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,django__django-14017,1.3715220770100132,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,django__django-14730,1.382300940924324,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.0,0,rag_dense,django__django-15252,1.3995131499832496,0.1,0.2890648263178879,0.2890648263178879,0.0,0,0.1,0.05,0.0,1.0,1.0,0.0,1.0,1.0,0.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,django__django-15814,1.39015541493427,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,django__django-16379,1.3977198411012068,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,matplotlib__matplotlib-18869,0.6563554279273376,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,matplotlib__matplotlib-24149,0.6505287979962304,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.0,0.0,0.0,0,rag_dense,mwaskom__seaborn-2848,0.16014041902963072,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0.18181818181818182,0.09523809523809523,0.33333333333333337,0,rag_dense,pallets__flask-4045,0.11296081799082458,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.1,0.05,0.2,1.0,1.0,1.0,1.0,1.0,1.0,False,0.0,
