applied,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@10,ndcg@20,ndcg@5,pass_to_pass,precision@10,precision@20,precision@5,recall@10,recall@20,recall@5,tests_passed,token_usage,ttft_s
False,0,rag_dense,astropy__astropy-12907,0.7556964649120346,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,astropy__astropy-14182,0.659986290964298,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,astropy__astropy-14365,0.6752953900722787,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,astropy__astropy-14995,0.6499054779997095,0.25,0.43067655807339306,0.43067655807339306,0.43067655807339306,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,astropy__astropy-6938,0.5029778409516439,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,astropy__astropy-7746,0.519942773040384,0.06666666666666667,0.0,0.25,0.0,0,0.0,0.05,0.0,0.0,1.0,0.0,False,0.0,
False,0,rag_dense,django__django-10914,1.263870773022063,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-10924,1.2765096940565854,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11001,1.267977584968321,0.25,0.43067655807339306,0.43067655807339306,0.43067655807339306,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11019,1.2900690200040117,0.3333333333333333,0.5,0.5,0.5,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11039,1.270014476031065,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11049,1.2598337779054418,0.25,0.43067655807339306,0.43067655807339306,0.43067655807339306,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11099,1.2958331810077652,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11133,1.2762241850141436,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11179,1.2767394121037796,0.1111111111111111,0.3010299956639812,0.3010299956639812,0.0,0,0.1,0.05,0.0,1.0,1.0,0.0,False,0.0,
False,0,rag_dense,django__django-11283,1.2945901409257203,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11422,1.273602431989275,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11564,1.2900773420697078,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11583,1.311126512940973,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11620,1.2835983759723604,0.08333333333333333,0.0,0.27023815442731974,0.0,0,0.0,0.05,0.0,0.0,1.0,0.0,False,0.0,
False,0,rag_dense,django__django-11630,1.2962425720179453,0.16666666666666666,0.3562071871080222,0.3562071871080222,0.0,0,0.1,0.05,0.0,1.0,1.0,0.0,False,0.0,
False,0,rag_dense,django__django-11742,1.2785385119495913,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11797,1.28667897998821,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11815,1.2914801039732993,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11848,1.3052840169984847,0.3333333333333333,0.5,0.5,0.5,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11905,1.2992383800446987,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11910,1.3024947009980679,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-11964,1.298472097958438,1.0,1.0,1.0,1.0,0,0.1,0.05,0.2,1.0,1.0,1.0,False,0.0,
False,0,rag_dense,django__django-11999,1.311717967968434,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,0,rag_dense,django__django-12113,1.2948482600040734,0.16666666666666666,0.3562071871080222,0.3562071871080222,0.0,0,0.1,0.05,0.0,1.0,1.0,0.0,False,0.0,
