applied,edit_similarity,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@1,ndcg@10,ndcg@3,ndcg@5,pass_to_pass,precision@1,precision@10,precision@3,precision@5,recall@1,recall@10,recall@3,recall@5,tests_passed,token_usage,ttft_s
False,,0,rag_dense,astropy__astropy-12907,0.9801495680003427,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,0.0,
False,,0,rag_dense,astropy__astropy-14182,0.8926921249949373,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_dense,astropy__astropy-14365,0.9089104329977999,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,0.0,
False,,0,rag_dense,astropy__astropy-14995,0.8634827589994529,0.25,0.0,0.2247194739855928,0.0,0.27727342735504823,0,0.0,0.2,0.0,0.4,0.0,0.2857142857142857,0.0,0.2857142857142857,False,0.0,
False,,0,rag_dense,astropy__astropy-6938,0.7013489469973138,1.0,1.0,0.3391602052736161,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.2,0.2,0.2,0.2,False,0.0,
False,,0,rag_dense,astropy__astropy-7746,0.700372780993348,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_dense,django__django-10914,1.828940371000499,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_dense,django__django-10924,1.7687077690061415,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_dense,django__django-11001,1.8784695409995038,1.0,1.0,0.424926013816671,0.7039180890341347,0.6548086577531307,0,1.0,0.3,0.6666666666666666,0.6,0.08333333333333333,0.25,0.16666666666666666,0.25,False,0.0,
False,,0,rag_dense,django__django-11019,1.7733043990010628,1.0,1.0,0.33013764944712026,0.7039180890341347,0.5087403079104241,0,1.0,0.2,0.6666666666666666,0.4,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,False,0.0,
False,,0,rag_dense,django__django-11039,1.840315196001029,0.125,0.0,0.08671382849411974,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,False,0.0,
False,,0,rag_dense,django__django-11049,1.7717261439975118,0.25,0.0,0.16421958630632802,0.0,0.14606834984270645,0,0.0,0.2,0.0,0.2,0.0,0.1,0.0,0.05,False,0.0,
False,,0,rag_dense,django__django-11099,1.8105995559963048,1.0,1.0,0.44615333764087994,0.46927872602275644,0.3391602052736161,0,1.0,0.2,0.3333333333333333,0.2,0.2,0.4,0.2,0.2,False,0.0,
False,,0,rag_dense,django__django-11133,1.773809682999854,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_dense,django__django-11179,1.7959028039986151,0.3333333333333333,0.0,0.312706129752478,0.23463936301137822,0.19519002499605084,0,0.0,0.2,0.3333333333333333,0.2,0.0,0.5,0.25,0.25,False,0.0,
False,,0,rag_dense,django__django-11283,1.7979925379986526,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,0.0,
False,,0,rag_dense,django__django-11422,1.7846736509964103,0.5,0.0,0.2320221445693426,0.2960819109658652,0.21398626473452756,0,0.0,0.2,0.3333333333333333,0.2,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,False,0.0,
False,,0,rag_dense,django__django-11564,1.7739875269980985,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_dense,django__django-11583,1.8236279859993374,1.0,1.0,0.3833427799846345,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,False,0.0,
False,,0,rag_dense,django__django-11620,1.784389166998153,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_dense,django__django-11630,1.7664199349965202,1.0,1.0,0.4599715079731103,0.46927872602275644,0.3391602052736161,0,1.0,0.2,0.3333333333333333,0.2,0.2,0.4,0.2,0.2,False,0.0,
False,,0,rag_dense,django__django-11742,1.83777049100172,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_dense,django__django-11797,1.7911583359964425,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_dense,django__django-11815,1.803681120996771,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_dense,django__django-11848,1.857110441000259,0.3333333333333333,0.0,0.2683637998873703,0.23463936301137822,0.30078518014914984,0,0.0,0.2,0.3333333333333333,0.4,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,False,0.0,
False,,0,rag_bm25,astropy__astropy-12907,0.5020653780011344,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,0.0,
False,,0,rag_bm25,astropy__astropy-14182,0.47758573800092563,0.3333333333333333,0.0,0.19519002499605084,0.23463936301137822,0.19519002499605084,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.25,0.25,0.25,False,0.0,
False,,0,rag_bm25,astropy__astropy-14365,0.48911210899677826,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,0.0,
False,,0,rag_bm25,astropy__astropy-14995,0.5145743819957715,1.0,1.0,0.46067009337728815,0.46927872602275644,0.4703652827859579,0,1.0,0.3,0.3333333333333333,0.4,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,False,0.0,
False,,0,rag_bm25,astropy__astropy-6938,0.3322974510010681,1.0,1.0,0.6295516106099184,0.7039180890341347,0.5087403079104241,0,1.0,0.3,0.6666666666666666,0.4,0.2,0.6,0.4,0.4,False,0.0,
False,,0,rag_bm25,astropy__astropy-7746,0.35603021099814214,1.0,1.0,0.9197207891481876,0.9197207891481876,0.9197207891481876,0,1.0,0.2,0.6666666666666666,0.4,0.5,1.0,1.0,1.0,False,0.0,
False,,0,rag_bm25,django__django-10914,0.6758053599987761,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,0.5,0.5,0.5,0.5,False,0.0,
False,,0,rag_bm25,django__django-10924,0.794030978999217,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_bm25,django__django-11001,0.6492010039946763,1.0,1.0,0.4440973278132557,0.7653606369886217,0.6843515475204855,0,1.0,0.3,0.6666666666666666,0.6,0.08333333333333333,0.25,0.16666666666666666,0.25,False,0.0,
False,,0,rag_bm25,django__django-11019,0.73918877899996,1.0,1.0,0.3589542101716347,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,False,0.0,
False,,0,rag_bm25,django__django-11039,0.6999777370001539,0.5,0.0,0.42725620203109055,0.2960819109658652,0.21398626473452756,0,0.0,0.4,0.3333333333333333,0.2,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,False,0.0,
False,,0,rag_bm25,django__django-11049,0.6205918859996018,1.0,1.0,0.47842151728792726,0.46927872602275644,0.6164336326286644,0,1.0,0.4,0.3333333333333333,0.6,0.05,0.2,0.05,0.15,False,0.0,
False,,0,rag_bm25,django__django-11099,0.621902882005088,1.0,1.0,0.4371994911049732,0.46927872602275644,0.3391602052736161,0,1.0,0.2,0.3333333333333333,0.2,0.2,0.4,0.2,0.2,False,0.0,
False,,0,rag_bm25,django__django-11133,0.6957363159963279,0.5,0.0,0.23365080824310533,0.2960819109658652,0.36005461457723403,0,0.0,0.2,0.3333333333333333,0.4,0.0,0.2,0.1,0.2,False,0.0,
False,,0,rag_bm25,django__django-11179,0.6309257090033498,1.0,1.0,0.5135312443624667,0.46927872602275644,0.3903800499921017,0,1.0,0.2,0.3333333333333333,0.2,0.25,0.5,0.25,0.25,False,0.0,
False,,0,rag_bm25,django__django-11283,0.6716219419977278,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_bm25,django__django-11422,0.6338094600068871,1.0,1.0,0.3833427799846345,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,False,0.0,
False,,0,rag_bm25,django__django-11564,0.7501939200010384,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_bm25,django__django-11583,0.6818834810037515,0.5,0.0,0.2658200052773918,0.5307212739772434,0.38356636737133565,0,0.0,0.2,0.6666666666666666,0.4,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,False,0.0,
False,,0,rag_bm25,django__django-11620,0.6460433049942367,1.0,1.0,0.33013764944712026,0.7039180890341347,0.5087403079104241,0,1.0,0.2,0.6666666666666666,0.4,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,False,0.0,
False,,0,rag_bm25,django__django-11630,0.7118108460053918,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_bm25,django__django-11742,0.6361474879959133,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.05,0.05,0.05,0.05,False,0.0,
False,,0,rag_bm25,django__django-11797,0.6669614990023547,1.0,1.0,0.2350455494144854,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,False,0.0,
False,,0,rag_bm25,django__django-11815,0.6780475479972665,1.0,1.0,0.4690000933206748,1.0,0.7227265726449519,0,1.0,0.3,1.0,0.6,0.1,0.3,0.3,0.3,False,0.0,
False,,0,rag_bm25,django__django-11848,0.7298774189985124,1.0,1.0,0.3026024134988135,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,False,0.0,
False,,0,react_agent,astropy__astropy-12907,19.927400699001737,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,49314.0,0.7720436149975285
False,,0,react_agent,astropy__astropy-14182,9.034349317000306,1.0,1.0,0.3903800499921017,0.46927872602275644,0.3903800499921017,0,1.0,0.1,0.3333333333333333,0.2,0.25,0.25,0.25,0.25,False,19326.0,0.6585716219997266
False,,0,react_agent,astropy__astropy-14365,7.1812505919951946,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,18422.0,0.7731634320007288
False,,0,react_agent,astropy__astropy-14995,15.159701281998423,0.5,0.0,0.17342765698823948,0.2960819109658652,0.21398626473452756,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,False,49387.0,0.8919852680046461
False,,0,react_agent,astropy__astropy-6938,20.133810274994175,1.0,1.0,0.3391602052736161,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.2,0.2,0.2,0.2,False,46422.0,0.6827546960048494
False,,0,react_agent,astropy__astropy-7746,20.41282888299611,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,0.5,0.5,0.5,0.5,False,51258.0,0.6490873639995698
False,,0,react_agent,django__django-10914,14.837091270994279,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,49505.0,0.7050586559998919
False,,0,react_agent,django__django-10924,16.839380597004492,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.05,0.05,0.05,0.05,False,46610.0,0.6229349479981465
False,,0,react_agent,django__django-11001,23.430699734999507,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,False,54967.0,0.7614539700007299
False,,0,react_agent,django__django-11019,14.793748595002398,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,False,39844.0,0.8762671309959842
False,,0,react_agent,django__django-11039,18.501603787997738,1.0,1.0,0.27487633291429087,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,False,48850.0,0.6472936430000118
False,,0,react_agent,django__django-11049,20.235276498999156,1.0,1.0,0.3589542101716347,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.05,0.1,0.1,0.1,False,46108.0,0.582106426001701
False,,0,react_agent,django__django-11099,2.900764063000679,1.0,1.0,0.3391602052736161,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.2,0.2,0.2,0.2,False,2541.0,0.7143718009974691
False,,0,react_agent,django__django-11133,9.919684397995297,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,24239.0,0.6083376019960269
False,,0,react_agent,django__django-11179,8.228810130000056,1.0,1.0,0.3903800499921017,0.46927872602275644,0.3903800499921017,0,1.0,0.1,0.3333333333333333,0.2,0.25,0.25,0.25,0.25,False,19297.0,0.6386215169986826
False,,0,react_agent,django__django-11283,21.071886336998432,1.0,1.0,0.3903800499921017,0.46927872602275644,0.3903800499921017,0,1.0,0.1,0.3333333333333333,0.2,0.25,0.25,0.25,0.25,False,50120.0,0.9406061720001162
False,,0,react_agent,django__django-11422,19.884531944000628,0.5,0.0,0.14829723057014912,0.2960819109658652,0.21398626473452756,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,False,51843.0,0.7057106790016405
False,,0,react_agent,django__django-11564,16.682115313000395,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,47984.0,0.7552221229998395
False,,0,react_agent,django__django-11583,21.089118920004694,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,42902.0,1.0763120659976266
False,,0,react_agent,django__django-11620,9.062223879998783,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,False,24381.0,0.854489048004325
False,,0,react_agent,django__django-11630,17.857760651997523,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,51037.0,0.5434451710025314
False,,0,react_agent,django__django-11742,18.48207326800184,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,45427.0,0.4554234280003584
False,,0,react_agent,django__django-11797,22.624703595996834,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,52855.0,0.7688452500005951
False,,0,react_agent,django__django-11815,20.78046126899426,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.1,0.1,0.1,0.1,False,55020.0,0.8978955069978838
False,,0,react_agent,django__django-11848,18.90680949899979,1.0,1.0,0.4935232796777482,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,47952.0,1.0498267529983423
False,0.16718266253869968,0,agentless,astropy__astropy-12907,25.751620928997,1.0,1.0,0.7365896932159578,0.7039180890341347,0.7365896932159578,0,1.0,0.3,0.6666666666666666,0.6,0.25,0.75,0.5,0.75,False,19672.0,1.4938195509967045
False,0.1181702668360864,0,agentless,astropy__astropy-14182,19.09940447000554,1.0,1.0,0.5294362295028773,0.46927872602275644,0.3903800499921017,0,1.0,0.2,0.3333333333333333,0.2,0.25,0.5,0.25,0.25,False,20823.0,1.437779515996226
False,0.5087014725568942,0,agentless,astropy__astropy-14365,13.804170857001736,1.0,1.0,0.3903800499921017,0.46927872602275644,0.3903800499921017,0,1.0,0.1,0.3333333333333333,0.2,0.25,0.25,0.25,0.25,False,21734.0,1.0925436730030924
False,0.3444520081688223,0,agentless,astropy__astropy-14995,49.82355257400195,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,23940.0,1.1731588559996453
False,0.3569023569023569,0,agentless,astropy__astropy-6938,49.60871806000068,1.0,1.0,0.5531464700081437,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.2,0.4,0.4,0.4,False,21274.0,1.2898949020018335
False,0.1707933299646286,0,agentless,astropy__astropy-7746,13.212977401002718,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,0.5,0.5,0.5,0.5,False,16120.0,1.4376101809975808
False,0.4055390702274975,0,agentless,django__django-10914,67.43522402700182,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,0.5,0.5,0.5,0.5,False,25020.0,1.388972956003272
False,0.16930312099187686,0,agentless,django__django-10924,17.574197276000632,0.5,0.0,0.13886244387355454,0.2960819109658652,0.21398626473452756,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.05,0.05,0.05,False,19893.0,1.3763967490012874
False,0.23239184840900964,0,agentless,django__django-11001,23.764310812002805,0.5,0.0,0.13886244387355454,0.2960819109658652,0.21398626473452756,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,False,15363.0,0.7973349040039466
False,0.12147505422993492,0,agentless,django__django-11019,13.889870364997478,1.0,1.0,0.33013764944712026,0.7039180890341347,0.5087403079104241,0,1.0,0.2,0.6666666666666666,0.4,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,False,18851.0,1.2202726239993353
False,0.15175879396984926,0,agentless,django__django-11039,11.636967320999247,0.2,0.0,0.29096343487431736,0.0,0.13120507751234178,0,0.0,0.3,0.0,0.2,0.0,0.42857142857142855,0.0,0.14285714285714285,False,12012.0,1.3501550369983306
False,0.10422282120395328,0,agentless,django__django-11049,70.59175151400268,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,28251.0,1.4598492100049043
False,0.5196261682242991,0,agentless,django__django-11099,14.332153734001622,1.0,1.0,0.3391602052736161,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.2,0.2,0.2,0.2,False,13818.0,0.5805418450036086
False,0.24129032258064517,0,agentless,django__django-11133,52.614972805000434,1.0,1.0,0.31488013066763093,0.46927872602275644,0.48522855511632257,0,1.0,0.2,0.3333333333333333,0.4,0.1,0.2,0.1,0.2,False,21424.0,1.193746483004361
