applied,edit_similarity,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@1,ndcg@10,ndcg@3,ndcg@5,pass_to_pass,precision@1,precision@10,precision@3,precision@5,recall@1,recall@10,recall@3,recall@5,tests_passed,token_usage,ttft_s
False,0.20178041543026706,0,agentless,astropy__astropy-12907,57.744491100000005,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,17635.0,5.767494400000032
False,0.09548313321898227,0,agentless,astropy__astropy-14182,34.755862699999966,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,22011.0,1.6230644999999981
False,0.11800302571860817,0,agentless,astropy__astropy-14365,31.830837099999997,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13077.0,2.219616099999996
False,0.06382978723404255,0,agentless,astropy__astropy-14995,53.10353220000002,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14920.0,2.7249642999999537
False,0.32608695652173914,0,agentless,astropy__astropy-6938,32.00523970000006,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10290.0,1.8823687999999947
False,0.07827150428047289,0,agentless,astropy__astropy-7746,28.10630160000005,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,16869.0,1.7332462000000532
False,0.29006085192697767,0,agentless,django__django-10914,46.783631199999945,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16517.0,2.177654099999927
False,0.06906372374510501,0,agentless,django__django-10924,66.98282859999995,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,21204.0,1.6684948999999278
False,0.3445983379501385,0,agentless,django__django-11001,51.83921099999998,1.0,1.0,1.0,1.0,1.0,0,1.0,0.1,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,False,20300.0,4.56545170000004
False,0.040709126723571895,0,agentless,django__django-11019,50.156088599999975,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,23518.0,2.1267232999999806
